Department;Faculty;University;Discount;City;Language;score_last;range_last;score_first;range_first;average_range;average_score
Business;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;246;406938;246;406938;742156;214
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;266;407872;289;283401;65184;437
Midwifery;Health Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;247;437856;305;241391;360465;316
Nursing;Health Sciences Faculty;Avrasya University;0% Discount;TRABZON;Turkish;231;437864;262;296090;197175;293
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;265;478222;323;207990;342421;265
International Relations;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;256;481818;279;331162;66240;437
Social Work;Health Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;231;524656;243;433504;667187;218
Interior Architecture and Environmental Design;Engineering and Architecture Faculty;Avrasya University;0% Discount;TRABZON;Turkish;227;546908;250;381187;877631;201
Gastronomy and Culinary Arts;Applied Sciences College;Avrasya University;50% Discount;TRABZON;Turkish;220;547146;265;257084;734766;271
Social Work;Health Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;254;551043;293;323647;407495;304
Turkish Language and Literature;Arts and Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;217;552419;217;552419;667421;279
Healthcare Management;Health Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;223;564999;238;468443;820901;262
International Relations;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;222;567406;231;524379;750245;269
Psychology;Arts and Sciences Faculty;Avrasya University;0% Discount;TRABZON;Turkish;221;568978;293;172550;1169660;230
Child Development;Health Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;219;573084;227;548304;695288;217
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;216;577782;258;331883;747167;265
International Relations;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;251;578535;259;517979;343278;256
Social Work;Health Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;247;604988;256;540747;331666;322
Healthcare Management;Health Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;247;610352;260;508092;371803;255
Finance;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;240;619481;244;581677;39588;445
Finance;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;242;651601;252;570675;341007;262
Nursing;Health Sciences Faculty;Avrasya University;0% Discount;TRABZON;Turkish;212;668715;318;214936;439270;310
Audiology;Health Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;203;682956;271;340132;345164;259
Nutrition and Dietetics;Health Sciences Faculty;Avrasya University;0% Discount;TRABZON;Turkish;202;684170;270;342934;343805;331
Physical Therapy and Rehabilitation;Health Sciences Faculty;Avrasya University;0% Discount;TRABZON;Turkish;196;688668;257;395200;302333;339
Business;Economics and Administrative Sciences Faculty;Avrasya University;100% Discount;TRABZON;Turkish;225;813609;239;674427;340493;314
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;215;931254;223;844132;301151;338
Finance;Economics and Administrative Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;210;964904;225;819213;300771;268
Business;Economics and Administrative Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;210;966727;216;921465;300658;268
Interior Architecture and Environmental Design;Engineering and Architecture Faculty;Avrasya University;0% Discount;TRABZON;Turkish;203;984696;279;393839;361531;331
International Relations;Economics and Administrative Sciences Faculty;Avrasya University;50% Discount;TRABZON;Turkish;203;985274;241;654902;301406;274
Psychology;Arts and Sciences Faculty;Avrasya University;0% Discount;TRABZON;Turkish;189;998977;347;139525;499984;287
Zootechnics;Agriculture Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;245;365385;79243;425
Travel Business;Tourism Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;279;334354;55989;431
Soil Science and Plant Nutrition;Agriculture Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;242;379450;56281;357
Political Science and Public Administration;Nazilli Economics and Administrative Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;0;0;39904;460
Political Science and Public Administration;Nazilli Economics and Administrative Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;0;0;747099;263
International Trade and Financeman;Nazilli Economics and Administrative Sciences Faculty;Aydin Adnan Menderes University;IO-non-scholarship;AYDIN;Turkish;0;0;0;0;871374;261
Food and Beverage Bussiness;Tourism Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;287;289223;145125;309
Finance;Nazilli Economics and Administrative Sciences Faculty;Aydin Adnan Menderes University;IO-non-scholarship;AYDIN;Turkish;0;0;0;0;956257;247
Economics;Nazilli Economics and Administrative Sciences Faculty;Aydin Adnan Menderes University;IO-non-scholarship;AYDIN;Turkish;0;0;271;380497;72716;417
Economics;Nazilli Economics and Administrative Sciences Faculty;Aydin Adnan Menderes University;IO-non-scholarship;AYDIN;Turkish;0;0;0;0;842891;270
Biosystems Engineering;Agriculture Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;0;0;350;470
Biosystems Engineering;Agriculture Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;0;0;675179;217
Agricultural Biotechnology;Agriculture Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;0;0;280;237004;56110;357
Special Education Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;375;9907;430;988;1098203;235
Special Education Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;400;12337;424;4563;474719;242
Medicine;Medicine Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;484;12596;509;4673;51505;357
English Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;411;12922;433;8272;465406;242
Medicine;Medicine Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;504;13509;522;4958;327099;324
English Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;402;14280;449;5346;169916;380
Medicine;Medicine Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;444;14406;480;3733;714818;214
Special Education Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;400;14673;410;9909;179063;377
English Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;391;14921;460;3044;1069453;240
English Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;390;18603;429;9040;464304;298
English Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;384;18900;484;2281;168999;362
Turkish Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;386;20757;425;4467;388683;253
Preschool Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;392;20837;419;6526;216567;363
Preschool Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;386;20943;396;14405;521882;236
Turkish Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;355;21378;386;6232;869726;257
Preschool Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;355;21428;379;8438;1355182;210
Turkish Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;389;23243;401;14238;111566;324
English Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;363;23295;382;17431;1305311;168
Dentistry;Dentistry Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;461;23629;470;18884;12998;403
Dentistry;Dentistry Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;484;26553;493;20108;268091;275
Dentistry;Dentistry Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;421;27896;431;21540;608899;227
Tourism Guidance;Tourism Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;340;31597;424;9399;143509;312
Tourism Guidance;Tourism Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;343;32274;368;24802;431865;245
Tourism Guidance;Tourism Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;325;35490;368;21688;977346;244
German Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;331;35775;469;3623;413827;307
German Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;321;37918;429;8473;129120;317
Tourism Guidance;Tourism Faculty;Aydin Adnan Menderes University;IO-non-scholarship;AYDIN;Turkish;317;39155;410;12361;110964;390
Tourism Guidance;Tourism Faculty;Aydin Adnan Menderes University;IO-non-scholarship;AYDIN;Turkish;320;39324;436;7776;388021;312
German Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;311;39864;425;7256;933710;251
Tourism Guidance;Tourism Faculty;Aydin Adnan Menderes University;IO-non-scholarship;AYDIN;Turkish;300;43275;332;33108;867364;261
French Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;295;45067;354;26164;1053195;231
French Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;299;46119;365;25567;459377;239
French Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;296;46428;375;21406;164263;382
Psychology;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;392;47266;411;23718;558126;286
Psychology;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;377;51988;386;40133;252666;352
Social Sciences Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;356;54040;384;22475;483214;305
Computer Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;379;62229;404;39996;1238241;220
Elementary Mathematics Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;436;67210;472;36242;380193;254
Social Sciences Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;319;67757;369;12588;967917;194
Computer Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;433;69115;452;53150;508889;300
Veterinary Medicine;Veterinary Medicine Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;370;70255;401;42563;615147;279
Elementary Mathematics Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;367;74157;387;54386;844969;205
Social Sciences Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;353;74967;380;31560;185357;357
Veterinary Medicine;Veterinary Medicine Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;425;76707;452;53175;272473;341
Guidance and Psychological Counseling;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;375;78565;407;28103;558551;233
Guidance and Psychological Counseling;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;359;79112;430;7768;180185;363
Elementary Mathematics Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;382;79532;422;48712;103021;329
Computer Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;379;82021;419;50337;205911;288
Veterinary Medicine;Veterinary Medicine Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;376;85223;413;55159;17775;487
Psychology;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;327;86487;356;40029;0;0
School Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;365;98944;391;49355;480253;245
School Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;319;102588;340;62672;963582;246
School Teaching;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;344;108762;450;3421;182665;298
Electrical Electronics Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;388;111696;432;70286;512188;236
Electrical Electronics Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;330;116097;361;79493;1261338;224
Electrical Electronics Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;343;119750;375;85917;208873;360
Nutrition and Dietetics;Health Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;343;120013;382;79543;231133;284
Guidance and Psychological Counseling;Education Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;308;130103;346;54440;0;0
Mechanical Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;372;130375;410;90470;519348;236
Mechanical Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;333;133352;366;94133;198877;292
Nutrition and Dietetics;Health Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;367;136176;447;57234;545111;274
Turkish Language and Literature;Arts and Sciences Faculty;Aydin Adnan Menderes University;Free;AYDIN;Turkish;329;140741;360;60884;191573;372
Mechanical Engineering;Engineering Faculty;Aydin Adnan Menderes University;Free;AYDIN;English;308;149059;342;100876;1331317;218
